Unnamed: 0,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat,class,stalk_height,cap_diameter
1221,sunken,scaly,purple,no,foul,descending,close,narrow,yellow,enlarging,club,smooth,fibrous,brown,orange,universal,yellow,none,zone,brown,clustered,urban,poisonous,11.24588391682309,19.050917107323126
374,convex,scaly,pink,yes,none,notched,crowded,narrow,orange,enlarging,rooted,scaly,silky,yellow,brown,partial,brown,none,large,black,numerous,waste,poisonous,9.792462229340614,9.943229375091098
1058,bell,grooves,red,no,almond,descending,crowded,broad,gray,enlarging,rooted,silky,scaly,cinnamon,gray,partial,orange,one,pendant,white,numerous,urban,poisonous,5.1994615347401085,12.126009387597326
1201,flat,grooves,gray,yes,fishy,notched,distant,broad,gray,tapering,rhizomorphs,scaly,scaly,pink,orange,partial,orange,one,flaring,purple,clustered,woods,poisonous,3.664237299674393,24.433769167579328
604,conical,fibrous,gray,no,pungent,notched,distant,broad,brown,tapering,club,fibrous,fibrous,pink,yellow,universal,yellow,one,cobwebby,orange,scattered,waste,poisonous,3.65212147572512,15.94621752738184
244,flat,scaly,white,yes,creosote,attached,distant,narrow,orange,enlarging,bulbous,scaly,smooth,white,gray,partial,orange,one,large,purple,abundant,paths,edible,12.531444931679587,14.319872629215254
988,convex,scaly,buff,yes,almond,descending,distant,narrow,white,enlarging,rooted,fibrous,silky,pink,gray,universal,orange,two,large,black,solitary,woods,poisonous,5.832955160169096,3.25786636926947
588,flat,smooth,green,no,none,attached,distant,broad,orange,tapering,cup,smooth,silky,cinnamon,pink,partial,brown,none,cobwebby,black,clustered,paths,poisonous,13.323204546938612,5.539454418481619
1064,flat,scaly,pink,no,anise,notched,crowded,narrow,purple,enlarging,rooted,smooth,smooth,brown,yellow,universal,orange,two,sheathing,green,numerous,meadows,edible,13.35378284325472,2.155470918554736
1200,flat,scaly,yellow,no,foul,descending,distant,narrow,black,tapering,rhizomorphs,silky,fibrous,red,pink,universal,brown,one,pendant,yellow,solitary,meadows,edible,3.0715165942760647,22.599375745974736
40,sunken,scaly,white,yes,fishy,free,crowded,narrow,black,tapering,club,smooth,scaly,yellow,cinnamon,partial,orange,one,flaring,orange,several,grasses,edible,6.182673920452602,16.234635565060994
919,bell,grooves,buff,yes,foul,attached,close,narrow,green,tapering,rhizomorphs,silky,scaly,brown,white,universal,white,one,zone,brown,solitary,woods,edible,2.517748506171192,8.411174138890756
1168,bell,grooves,buff,yes,none,free,crowded,narrow,yellow,tapering,club,fibrous,silky,red,brown,universal,white,none,evanescent,black,several,waste,poisonous,13.049069566108606,8.906027344115717
1212,conical,fibrous,buff,yes,almond,descending,distant,narrow,black,tapering,club,fibrous,smooth,pink,red,partial,brown,two,cobwebby,orange,several,leaves,edible,5.907522205856392,8.17946474788331
1099,conical,grooves,brown,yes,none,notched,distant,broad,pink,enlarging,rhizomorphs,smooth,smooth,yellow,cinnamon,universal,orange,two,cobwebby,brown,solitary,urban,edible,14.838839408933971,22.65394660815403
908,convex,scaly,white,yes,spicy,notched,crowded,narrow,brown,enlarging,cup,silky,fibrous,orange,buff,universal,yellow,one,flaring,buff,numerous,woods,edible,3.690159910269677,23.232590418370023
237,sunken,scaly,buff,yes,almond,descending,crowded,broad,brown,tapering,bulbous,scaly,scaly,red,cinnamon,partial,brown,none,none,orange,clustered,paths,edible,11.212683447397316,5.454979773928343
1208,sunken,grooves,gray,no,almond,attached,close,broad,brown,tapering,missing,fibrous,smooth,orange,white,universal,brown,two,pendant,buff,abundant,urban,edible,4.509949875626019,15.516885566151418
182,conical,grooves,pink,yes,spicy,descending,distant,narrow,gray,tapering,rooted,smooth,smooth,brown,orange,universal,brown,one,sheathing,orange,solitary,leaves,poisonous,9.825972303523656,3.1114146673511507
646,sunken,smooth,purple,yes,none,descending,distant,broad,purple,enlarging,equal,fibrous,silky,brown,yellow,universal,white,one,pendant,green,numerous,grasses,poisonous,11.663856339108742,1.7029323979356925
912,sunken,scaly,brown,yes,pungent,attached,close,broad,orange,tapering,rhizomorphs,fibrous,fibrous,pink,white,partial,brown,none,sheathing,buff,scattered,grasses,poisonous,6.816039661117718,17.950677821528227
1220,sunken,scaly,brown,yes,musty,free,distant,narrow,pink,tapering,rhizomorphs,scaly,fibrous,red,yellow,universal,white,two,zone,purple,scattered,leaves,poisonous,7.792131549243375,3.8893608749603463
219,bell,grooves,white,no,creosote,free,distant,narrow,green,enlarging,rooted,fibrous,fibrous,yellow,white,partial,white,two,none,white,scattered,woods,poisonous,9.027873230176809,15.929193722737406
359,sunken,smooth,gray,no,spicy,notched,crowded,broad,brown,tapering,cup,smooth,smooth,brown,gray,partial,brown,one,pendant,white,several,urban,poisonous,10.442441961211198,1.7733817883474654
387,bell,smooth,red,no,spicy,attached,distant,broad,purple,enlarging,missing,smooth,silky,orange,brown,partial,brown,none,zone,black,scattered,meadows,poisonous,9.930489100495995,24.30146839147988
962,bell,grooves,yellow,yes,anise,attached,close,broad,green,enlarging,cup,smooth,silky,pink,buff,partial,white,two,large,brown,numerous,meadows,poisonous,12.639690080218342,11.560727573052798
753,flat,grooves,green,yes,musty,descending,close,narrow,red,enlarging,club,silky,smooth,gray,brown,partial,brown,none,large,white,scattered,leaves,poisonous,9.69266786529685,20.67834868260377
299,bell,smooth,brown,no,creosote,attached,close,broad,yellow,tapering,equal,silky,scaly,cinnamon,brown,partial,brown,one,sheathing,chocolate,abundant,meadows,poisonous,7.130583333690372,23.875936591476
114,flat,scaly,white,no,anise,notched,crowded,narrow,black,enlarging,rhizomorphs,scaly,scaly,white,gray,universal,white,two,evanescent,orange,solitary,woods,edible,5.9513835182360095,6.717095018228557
373,bell,smooth,purple,no,fishy,free,distant,narrow,orange,enlarging,missing,fibrous,fibrous,orange,brown,universal,white,one,none,white,abundant,leaves,poisonous,3.042741606743081,20.43924193784329
397,convex,fibrous,brown,yes,fishy,descending,close,narrow,chocolate,tapering,bulbous,smooth,fibrous,yellow,orange,universal,brown,one,none,green,solitary,urban,poisonous,5.382043376373398,2.306244614037933
81,flat,fibrous,purple,no,almond,free,crowded,broad,white,tapering,bulbous,fibrous,smooth,pink,red,partial,white,two,pendant,buff,solitary,paths,edible,4.094707195959374,9.067456465462948
243,convex,scaly,buff,yes,fishy,attached,close,broad,purple,enlarging,equal,fibrous,fibrous,red,orange,partial,yellow,none,flaring,green,abundant,urban,edible,3.762968599343637,2.710012088602793
1087,sunken,scaly,pink,yes,pungent,free,distant,narrow,black,enlarging,missing,scaly,fibrous,pink,buff,partial,orange,one,cobwebby,buff,several,paths,poisonous,14.315239430793785,1.4914314099048855
727,sunken,fibrous,white,yes,almond,notched,close,narrow,gray,tapering,club,fibrous,fibrous,orange,red,universal,orange,two,flaring,green,scattered,urban,poisonous,3.426143130553383,17.417627006593786
1249,convex,fibrous,buff,yes,fishy,descending,close,narrow,buff,enlarging,missing,silky,smooth,buff,white,universal,yellow,none,sheathing,white,scattered,waste,poisonous,5.755633512310128,16.176801158419188
115,convex,smooth,yellow,yes,foul,attached,distant,broad,black,enlarging,bulbous,silky,scaly,brown,gray,universal,brown,one,sheathing,white,several,grasses,poisonous,3.754460574460933,2.902687969495182
1076,convex,grooves,pink,no,fishy,descending,distant,narrow,brown,tapering,equal,fibrous,silky,pink,cinnamon,universal,orange,two,cobwebby,yellow,several,paths,edible,8.20053433441605,21.87125168717704
432,bell,scaly,white,yes,foul,free,crowded,narrow,green,enlarging,missing,fibrous,fibrous,red,gray,universal,orange,two,flaring,yellow,solitary,paths,poisonous,12.557711830683004,9.039947020239426
386,conical,scaly,purple,yes,foul,free,crowded,narrow,buff,tapering,missing,scaly,silky,cinnamon,brown,partial,orange,one,evanescent,purple,scattered,paths,poisonous,8.29007599843944,18.5212730660059
978,flat,fibrous,red,yes,foul,free,close,broad,yellow,enlarging,cup,scaly,smooth,red,buff,universal,orange,one,flaring,green,numerous,leaves,poisonous,14.558262896308287,19.741371472314107
689,convex,smooth,red,yes,spicy,attached,close,broad,yellow,enlarging,missing,smooth,scaly,brown,pink,universal,white,one,evanescent,green,abundant,woods,edible,14.665146671056895,10.822426686486338
723,flat,grooves,yellow,yes,anise,notched,distant,narrow,orange,enlarging,bulbous,fibrous,silky,red,brown,partial,yellow,none,flaring,buff,abundant,urban,edible,9.113282230737624,22.93111582156826
1037,sunken,fibrous,red,no,anise,notched,crowded,narrow,chocolate,enlarging,rooted,silky,silky,cinnamon,brown,universal,brown,two,sheathing,brown,numerous,waste,edible,3.952714639141048,19.068319102548266
571,sunken,scaly,red,yes,fishy,notched,close,narrow,buff,enlarging,equal,fibrous,smooth,brown,orange,partial,white,two,evanescent,yellow,several,woods,edible,7.465148133259415,5.090112857290226
1219,convex,smooth,yellow,no,almond,notched,close,broad,purple,enlarging,rooted,silky,scaly,orange,orange,universal,brown,two,pendant,orange,several,waste,poisonous,12.174696134137186,21.194371812824038
51,convex,smooth,pink,yes,almond,descending,distant,narrow,black,enlarging,club,fibrous,fibrous,pink,white,partial,yellow,one,sheathing,brown,several,urban,poisonous,7.412867513311977,21.212782218852723
975,sunken,scaly,buff,no,fishy,notched,distant,narrow,purple,tapering,club,silky,scaly,red,brown,partial,white,one,none,black,abundant,woods,edible,11.451772064079057,1.0420767143884966
1006,sunken,fibrous,brown,no,foul,descending,crowded,broad,buff,enlarging,missing,scaly,smooth,red,brown,partial,brown,none,evanescent,yellow,numerous,waste,poisonous,3.527999790588618,6.951684681904556
1204,flat,fibrous,yellow,no,musty,free,crowded,narrow,purple,tapering,bulbous,scaly,scaly,gray,yellow,partial,yellow,two,large,buff,several,grasses,poisonous,8.898135791402607,3.0042074473840845
524,sunken,scaly,green,yes,anise,notched,crowded,broad,gray,tapering,missing,smooth,silky,gray,yellow,partial,brown,two,large,brown,several,meadows,poisonous,5.991610211893329,14.281070131386778
203,conical,grooves,brown,yes,fishy,attached,distant,narrow,white,enlarging,cup,fibrous,scaly,brown,yellow,universal,white,one,evanescent,green,abundant,waste,poisonous,4.477326520947406,9.941357973767
1131,convex,fibrous,yellow,no,fishy,free,close,narrow,red,tapering,missing,scaly,scaly,gray,yellow,universal,white,one,large,green,several,grasses,poisonous,5.491211589062116,13.840532091253497
177,sunken,smooth,gray,no,almond,attached,close,narrow,red,tapering,cup,silky,smooth,red,pink,partial,orange,two,large,purple,solitary,urban,poisonous,5.099540654125109,24.54052890403389
878,conical,smooth,white,no,creosote,attached,close,narrow,yellow,tapering,missing,scaly,smooth,red,pink,universal,orange,one,zone,yellow,clustered,urban,edible,6.770761250685272,3.000147155297141
175,flat,grooves,white,yes,pungent,free,crowded,narrow,buff,tapering,cup,silky,smooth,white,yellow,universal,white,one,flaring,chocolate,clustered,woods,poisonous,10.76948352836196,20.27051853672759
659,flat,grooves,brown,yes,none,descending,close,narrow,chocolate,enlarging,equal,fibrous,smooth,brown,brown,universal,orange,two,cobwebby,orange,scattered,leaves,poisonous,3.4693315156181463,10.106184139338955
1144,flat,scaly,pink,no,creosote,descending,close,broad,red,enlarging,cup,silky,silky,orange,white,partial,yellow,none,cobwebby,green,solitary,waste,poisonous,5.782907881868275,17.77314607162806
194,convex,grooves,pink,yes,musty,descending,crowded,narrow,green,enlarging,equal,scaly,smooth,orange,white,partial,orange,none,sheathing,purple,numerous,leaves,poisonous,10.354816501100249,6.0845621040787154
543,sunken,scaly,red,no,almond,attached,crowded,narrow,chocolate,tapering,equal,smooth,smooth,buff,brown,partial,orange,two,none,chocolate,scattered,woods,poisonous,4.541248932779678,12.39968905657685
161,conical,scaly,purple,yes,pungent,free,close,broad,brown,tapering,missing,silky,scaly,orange,orange,partial,white,two,flaring,orange,abundant,meadows,poisonous,8.810642945091534,21.96418495250535
652,flat,grooves,buff,no,almond,notched,crowded,narrow,yellow,enlarging,equal,scaly,smooth,yellow,buff,universal,yellow,one,zone,yellow,numerous,grasses,poisonous,3.2089881461892613,8.595436461625424
158,sunken,fibrous,purple,no,spicy,free,close,narrow,black,tapering,equal,smooth,smooth,red,yellow,partial,yellow,none,cobwebby,purple,abundant,woods,poisonous,12.041301365730163,2.4493527776806823
1002,convex,smooth,green,yes,spicy,descending,crowded,broad,gray,tapering,equal,silky,scaly,white,brown,universal,brown,two,evanescent,black,abundant,grasses,edible,3.969692511570236,15.995931286630276
1217,convex,smooth,brown,yes,creosote,notched,distant,narrow,brown,tapering,missing,fibrous,scaly,brown,orange,universal,yellow,none,flaring,buff,clustered,grasses,edible,12.184053735610297,19.81462443577424
1108,bell,grooves,purple,no,foul,descending,distant,broad,red,tapering,rooted,scaly,fibrous,orange,gray,universal,yellow,one,large,chocolate,several,woods,edible,3.594944070355491,1.219114443800691
1105,sunken,grooves,yellow,no,anise,descending,crowded,broad,gray,enlarging,rhizomorphs,silky,smooth,red,white,partial,white,none,pendant,purple,several,waste,poisonous,6.156391512002684,22.06014282110628
603,convex,smooth,red,yes,pungent,free,distant,narrow,buff,tapering,bulbous,silky,fibrous,gray,orange,universal,white,one,cobwebby,buff,solitary,leaves,edible,9.33756406776474,11.722800956726982
14,sunken,grooves,purple,no,almond,free,distant,broad,red,tapering,rhizomorphs,smooth,fibrous,yellow,pink,universal,yellow,two,evanescent,brown,clustered,grasses,poisonous,5.082635868231482,6.235131651482147
914,sunken,grooves,purple,yes,none,attached,crowded,broad,green,enlarging,missing,silky,scaly,gray,gray,partial,orange,one,pendant,orange,solitary,woods,edible,9.423559751358235,12.430857819912104
327,sunken,scaly,gray,yes,foul,free,distant,narrow,buff,tapering,cup,scaly,fibrous,gray,pink,partial,white,one,flaring,white,abundant,meadows,poisonous,8.248369336594479,17.363862061681647
1039,flat,scaly,yellow,no,creosote,attached,crowded,broad,black,enlarging,equal,silky,scaly,gray,buff,universal,white,two,large,brown,scattered,meadows,edible,6.567832241910639,13.48021905450167
352,bell,fibrous,white,yes,anise,descending,distant,narrow,black,enlarging,cup,silky,fibrous,cinnamon,orange,universal,yellow,two,cobwebby,black,several,woods,poisonous,7.917487887392193,2.33662719469171
330,bell,smooth,brown,no,anise,free,distant,broad,buff,tapering,missing,scaly,smooth,red,red,partial,white,two,flaring,green,scattered,leaves,poisonous,12.702358950228756,24.662015288153
1093,convex,scaly,pink,no,anise,attached,crowded,narrow,gray,enlarging,rhizomorphs,fibrous,fibrous,white,orange,partial,orange,two,zone,yellow,scattered,meadows,edible,8.407510655286467,16.171623921997526
456,sunken,scaly,red,yes,creosote,free,close,broad,yellow,enlarging,equal,scaly,scaly,yellow,red,partial,orange,one,large,orange,solitary,waste,poisonous,14.00333793138044,20.534981626316338
980,bell,grooves,purple,no,almond,free,crowded,broad,chocolate,tapering,club,fibrous,scaly,white,yellow,partial,white,none,sheathing,purple,clustered,meadows,poisonous,13.590063535367438,1.5636798373879983
141,bell,smooth,buff,yes,creosote,attached,distant,broad,yellow,enlarging,club,smooth,scaly,red,gray,partial,brown,one,cobwebby,brown,clustered,meadows,edible,4.286908922172696,8.130022147047582
1068,sunken,fibrous,red,no,none,attached,distant,narrow,pink,enlarging,rooted,fibrous,smooth,gray,cinnamon,partial,yellow,none,cobwebby,orange,numerous,woods,edible,4.66519967584635,10.829675389690866
827,flat,grooves,purple,yes,musty,attached,crowded,narrow,black,enlarging,rhizomorphs,silky,scaly,pink,white,universal,brown,one,sheathing,buff,abundant,leaves,poisonous,12.461222207226458,22.0549142804642
28,flat,smooth,buff,yes,musty,notched,distant,narrow,purple,tapering,cup,smooth,fibrous,gray,white,partial,yellow,two,pendant,white,numerous,urban,edible,7.499234860089028,9.802735031463612
1224,sunken,grooves,red,no,creosote,attached,distant,narrow,green,enlarging,bulbous,scaly,smooth,orange,pink,partial,white,one,none,white,scattered,waste,edible,5.646554518210489,7.356679781545721
433,bell,fibrous,green,yes,anise,notched,close,narrow,buff,enlarging,club,scaly,silky,pink,buff,partial,white,one,none,yellow,clustered,meadows,poisonous,3.8479166950458783,13.440425298647304
655,convex,fibrous,yellow,yes,pungent,attached,crowded,broad,yellow,enlarging,club,silky,scaly,yellow,orange,partial,orange,none,zone,brown,scattered,woods,edible,12.69674753840689,15.311915349094075
1106,conical,grooves,white,yes,spicy,attached,distant,broad,orange,tapering,equal,silky,fibrous,orange,buff,partial,brown,none,cobwebby,black,several,woods,edible,6.195249879633414,22.241735977679276
282,bell,scaly,pink,yes,fishy,notched,close,broad,orange,enlarging,club,smooth,scaly,yellow,pink,partial,yellow,two,cobwebby,green,clustered,grasses,poisonous,5.226498695230033,20.932691755267506
688,convex,fibrous,buff,yes,musty,free,close,broad,chocolate,enlarging,bulbous,smooth,scaly,brown,red,partial,orange,none,flaring,black,clustered,paths,poisonous,8.054428546273185,12.21787550060471
642,bell,fibrous,green,no,spicy,free,close,broad,gray,enlarging,cup,smooth,scaly,yellow,red,universal,yellow,none,none,yellow,solitary,urban,poisonous,9.469604790624656,16.511462990439078
0,bell,scaly,pink,yes,anise,free,close,broad,red,tapering,rhizomorphs,fibrous,silky,white,red,partial,brown,two,pendant,black,several,leaves,poisonous,12.349475906775762,20.5201197527776
928,sunken,fibrous,purple,no,none,descending,crowded,broad,black,enlarging,club,fibrous,scaly,brown,pink,universal,brown,two,zone,white,abundant,woods,poisonous,11.29489556239939,17.602054547102643
397,convex,fibrous,brown,yes,fishy,descending,close,narrow,chocolate,tapering,bulbous,smooth,fibrous,yellow,orange,universal,brown,one,none,green,solitary,urban,poisonous,5.382043376373398,2.306244614037933
598,bell,scaly,red,yes,fishy,free,crowded,narrow,yellow,enlarging,bulbous,scaly,scaly,red,orange,partial,brown,two,pendant,purple,scattered,leaves,edible,6.2057871772229785,11.700625980999853
546,conical,fibrous,red,yes,anise,attached,crowded,broad,purple,enlarging,cup,fibrous,fibrous,white,yellow,partial,brown,one,zone,green,solitary,woods,edible,5.641118393129809,2.800862018243316
231,convex,smooth,brown,no,musty,descending,crowded,narrow,white,enlarging,rooted,scaly,smooth,brown,orange,universal,white,one,sheathing,chocolate,solitary,urban,poisonous,6.707135372304429,13.285218992880214
942,conical,scaly,green,yes,foul,free,crowded,broad,chocolate,tapering,cup,silky,silky,red,yellow,universal,white,none,cobwebby,brown,abundant,paths,poisonous,5.5545299035221065,3.217817388213198
134,conical,fibrous,brown,yes,none,notched,close,narrow,purple,tapering,missing,scaly,silky,gray,red,partial,brown,two,zone,black,numerous,urban,edible,6.999873528340528,5.31340053303818
1222,convex,grooves,pink,no,fishy,descending,crowded,narrow,red,tapering,rooted,fibrous,scaly,pink,red,universal,yellow,none,large,brown,several,waste,poisonous,12.326643104588593,22.55339320352798
195,sunken,scaly,gray,no,fishy,descending,close,narrow,buff,enlarging,missing,scaly,silky,buff,buff,universal,yellow,one,large,white,several,leaves,poisonous,6.549945759516733,20.899125496518653
125,sunken,smooth,purple,yes,foul,descending,distant,broad,green,enlarging,cup,smooth,fibrous,orange,buff,partial,brown,none,large,orange,abundant,paths,poisonous,14.573168033562874,18.77382700261044
757,flat,scaly,yellow,no,anise,descending,close,narrow,white,enlarging,cup,scaly,smooth,orange,brown,partial,orange,two,none,yellow,scattered,woods,poisonous,7.984086063336005,18.480367267151703
310,sunken,fibrous,red,yes,musty,attached,close,narrow,yellow,enlarging,missing,scaly,smooth,yellow,gray,universal,white,none,flaring,purple,clustered,urban,poisonous,13.023527753714388,9.791839670991209
478,conical,smooth,brown,no,pungent,attached,close,narrow,yellow,tapering,cup,scaly,smooth,brown,pink,universal,white,none,zone,orange,numerous,waste,edible,7.911149119691102,13.716083937277585
972,sunken,smooth,brown,no,none,free,close,narrow,brown,tapering,missing,silky,scaly,yellow,pink,universal,orange,two,none,green,solitary,leaves,poisonous,7.437070796523037,12.183621536712629
312,flat,scaly,brown,yes,foul,attached,crowded,narrow,green,tapering,rooted,silky,silky,yellow,brown,partial,yellow,two,zone,white,abundant,leaves,edible,3.504790326030835,17.25175833934947
982,bell,fibrous,gray,yes,none,free,close,broad,green,enlarging,club,scaly,fibrous,gray,white,universal,brown,none,cobwebby,chocolate,abundant,urban,poisonous,12.048501101204684,10.982125569789137
1110,sunken,fibrous,red,yes,creosote,notched,crowded,narrow,red,enlarging,club,silky,silky,orange,cinnamon,universal,brown,one,sheathing,purple,scattered,paths,edible,9.941801591942982,3.2910418655529483
698,flat,smooth,gray,no,none,attached,crowded,narrow,brown,enlarging,missing,smooth,silky,brown,brown,partial,orange,one,flaring,brown,abundant,woods,poisonous,7.000945839006454,17.382131637700056
1172,sunken,fibrous,pink,no,pungent,free,distant,narrow,orange,enlarging,equal,silky,scaly,red,yellow,partial,orange,one,large,green,scattered,meadows,edible,10.471064530169052,16.238879785954392
880,flat,scaly,purple,no,musty,descending,crowded,narrow,black,tapering,bulbous,fibrous,scaly,buff,yellow,universal,yellow,two,sheathing,white,abundant,paths,poisonous,3.403858940400509,11.890222773585592
795,bell,fibrous,brown,yes,pungent,notched,distant,broad,red,enlarging,bulbous,fibrous,silky,buff,brown,universal,brown,one,pendant,orange,numerous,paths,poisonous,7.568166419894723,16.53631348302837
1148,conical,smooth,gray,no,creosote,attached,distant,broad,pink,enlarging,missing,fibrous,fibrous,white,yellow,partial,white,none,pendant,yellow,abundant,paths,poisonous,14.64085762254455,20.173672181022376
819,conical,fibrous,gray,yes,foul,free,crowded,broad,purple,enlarging,club,fibrous,silky,cinnamon,orange,universal,brown,one,large,purple,scattered,waste,poisonous,4.428946011246411,14.869636181389868
1124,bell,scaly,red,no,musty,free,close,narrow,buff,enlarging,cup,smooth,scaly,brown,gray,universal,brown,none,none,brown,solitary,paths,edible,5.045269436272285,22.101187207920614
576,convex,fibrous,red,yes,spicy,attached,distant,narrow,green,enlarging,missing,fibrous,scaly,white,brown,universal,white,one,pendant,orange,several,paths,edible,14.806087100904197,13.488465363908476
1106,conical,grooves,white,yes,spicy,attached,distant,broad,orange,tapering,equal,silky,fibrous,orange,buff,partial,brown,none,cobwebby,black,several,woods,edible,6.195249879633414,22.241735977679276
109,convex,scaly,gray,no,foul,descending,distant,broad,pink,tapering,club,fibrous,fibrous,orange,cinnamon,universal,white,one,pendant,brown,solitary,meadows,edible,6.947248030983806,11.187905865274343
168,conical,scaly,gray,no,none,free,close,narrow,purple,enlarging,rhizomorphs,scaly,silky,buff,yellow,partial,white,two,evanescent,black,several,grasses,edible,8.864380363113293,8.930259108345032
898,convex,scaly,brown,no,musty,attached,close,narrow,white,enlarging,equal,smooth,fibrous,white,cinnamon,universal,yellow,none,pendant,white,several,urban,edible,2.07878394009537,16.765546756816683
108,sunken,fibrous,white,no,creosote,notched,close,narrow,white,tapering,cup,fibrous,scaly,white,white,universal,brown,two,evanescent,brown,numerous,meadows,edible,3.557548950005616,4.683624663347508
595,convex,smooth,buff,yes,foul,attached,crowded,narrow,gray,enlarging,missing,scaly,smooth,gray,gray,universal,brown,none,large,green,several,waste,poisonous,11.814241392422108,19.8688220986452
607,conical,smooth,green,yes,musty,attached,distant,narrow,buff,enlarging,club,scaly,scaly,orange,brown,partial,orange,two,sheathing,brown,scattered,urban,poisonous,4.438677244214606,19.609029625538763
785,flat,smooth,red,yes,almond,notched,crowded,narrow,green,tapering,equal,fibrous,smooth,pink,gray,partial,orange,one,none,purple,several,woods,edible,6.389208358932806,23.42808833967055
539,convex,scaly,green,yes,musty,attached,distant,broad,red,tapering,bulbous,scaly,silky,red,gray,universal,brown,two,large,black,several,woods,edible,11.9518630727761,9.709388584580992
268,bell,grooves,green,no,foul,attached,distant,broad,buff,tapering,equal,smooth,smooth,pink,buff,universal,brown,one,evanescent,yellow,abundant,waste,poisonous,13.93254191927656,2.362272274110419
821,flat,smooth,pink,no,creosote,notched,distant,narrow,yellow,enlarging,bulbous,smooth,smooth,white,red,partial,white,one,flaring,orange,solitary,paths,poisonous,7.984103810627596,19.985433296801357
609,sunken,scaly,yellow,no,anise,notched,close,broad,purple,tapering,cup,smooth,fibrous,brown,orange,partial,brown,none,sheathing,buff,scattered,woods,edible,10.973666450963634,13.435538201524947
1104,conical,grooves,red,yes,fishy,descending,crowded,broad,chocolate,tapering,bulbous,fibrous,scaly,brown,gray,universal,yellow,two,large,brown,clustered,woods,edible,10.710715502181872,24.55919767375272
373,bell,smooth,purple,no,fishy,free,distant,narrow,orange,enlarging,missing,fibrous,fibrous,orange,brown,universal,white,one,none,white,abundant,leaves,poisonous,3.042741606743081,20.43924193784329
1239,flat,grooves,green,no,almond,free,crowded,broad,pink,enlarging,rhizomorphs,fibrous,scaly,pink,brown,partial,white,two,flaring,orange,several,paths,poisonous,7.070279660505142,6.763384094795763
1081,flat,scaly,gray,yes,spicy,free,distant,broad,yellow,enlarging,rooted,fibrous,smooth,pink,cinnamon,universal,white,two,none,orange,clustered,woods,edible,13.615085428542493,20.668257217995663
1163,convex,scaly,white,yes,creosote,free,crowded,broad,black,enlarging,rooted,fibrous,silky,orange,red,universal,yellow,none,large,black,numerous,paths,poisonous,13.229900919047587,18.11620280009935
831,sunken,fibrous,white,no,fishy,notched,crowded,broad,orange,tapering,missing,fibrous,silky,cinnamon,gray,partial,orange,none,pendant,chocolate,numerous,leaves,poisonous,2.6286635900583413,13.52073886689028
936,convex,fibrous,green,no,creosote,notched,close,broad,buff,enlarging,club,fibrous,silky,buff,white,universal,white,none,flaring,yellow,abundant,grasses,edible,3.497397646646159,9.101766353766712
523,sunken,grooves,red,yes,spicy,attached,close,broad,green,tapering,cup,fibrous,smooth,red,orange,universal,yellow,two,pendant,purple,numerous,urban,edible,11.27704363654136,3.1093635001584152
983,sunken,fibrous,white,yes,fishy,notched,distant,narrow,white,tapering,rhizomorphs,smooth,fibrous,red,white,partial,orange,none,zone,white,clustered,waste,edible,5.530256999124823,10.251521125565654
129,flat,smooth,white,yes,musty,descending,crowded,broad,red,tapering,club,fibrous,scaly,brown,orange,universal,white,two,zone,black,scattered,paths,poisonous,12.594047442913256,9.580445112496804
1125,sunken,grooves,yellow,no,creosote,notched,crowded,broad,orange,enlarging,missing,silky,fibrous,cinnamon,yellow,partial,orange,two,flaring,purple,abundant,urban,poisonous,9.091393417272505,10.850096498055477
686,conical,scaly,brown,yes,anise,descending,close,narrow,purple,enlarging,equal,fibrous,scaly,red,brown,partial,orange,none,zone,green,clustered,waste,poisonous,9.163877806408124,14.426713364752638
943,bell,scaly,pink,no,spicy,descending,distant,narrow,green,enlarging,rooted,smooth,smooth,buff,gray,universal,brown,none,large,brown,clustered,urban,edible,8.866764995996384,20.230222373868223
857,sunken,smooth,gray,yes,anise,free,distant,broad,yellow,tapering,cup,silky,silky,yellow,pink,universal,brown,two,pendant,orange,solitary,leaves,poisonous,13.596098352439896,6.417736867660793
362,conical,smooth,gray,yes,musty,descending,distant,narrow,pink,enlarging,bulbous,fibrous,fibrous,brown,yellow,universal,yellow,one,sheathing,green,solitary,paths,poisonous,5.343804870925371,8.936778720012907
885,sunken,scaly,purple,no,anise,notched,crowded,broad,white,enlarging,rhizomorphs,scaly,scaly,gray,pink,partial,yellow,two,cobwebby,brown,scattered,leaves,poisonous,14.25809688243758,17.309016064120392
1184,bell,scaly,gray,no,anise,free,close,narrow,pink,tapering,club,fibrous,fibrous,gray,gray,universal,white,none,none,white,numerous,waste,edible,3.723640766541053,4.500616250327558
1157,convex,fibrous,purple,yes,spicy,attached,close,broad,buff,enlarging,bulbous,fibrous,scaly,cinnamon,orange,universal,brown,two,none,brown,scattered,paths,edible,5.839763394638277,22.77330238907589
364,bell,scaly,brown,no,foul,free,crowded,broad,pink,enlarging,club,smooth,silky,white,white,universal,orange,two,sheathing,green,scattered,leaves,edible,7.841001477004675,17.85080749781509
