Date,Day,SKU,City,Volume,BU,Brand,Model,Avg Price,Total Sales Value,Discount Rate (%),Discount Amount,Net Sales Value
14-04-2021,Wednesday,L10,C,2,Lifestyle,Jeera,M-Shoes,3100,6200,17.414973804849325,1079.7283759006582,5120.271624099341
15-04-2021,Thursday,M01,C,13,Mobiles,RealU,RU-10,12100,157300,10.161940419951064,15984.732280583023,141315.26771941697
15-04-2021,Thursday,M02,C,6,Mobiles,RealU,RU-9 Plus,10100,60600,14.686374208896371,8899.942770591202,51700.05723
15-04-2021,Thursday,M03,C,4,Mobiles,YouM,YM-99,16100,64400,5.485156670073213,3532.4408955271488,60867.55910447285
15-04-2021,Thursday,M04,C,5,Mobiles,YouM,YM-99 Plus,20100,100500,5.466379335661308,5493.711232339615,95006.28876766039
15-04-2021,Thursday,M05,C,3,Mobiles,YouM,YM-98 ,8100,24300,17.250382709384482,4191.842998380429,20108.15700161957
15-04-2021,Thursday,M06,C,3,Mobiles,RealU,RU-9,8100,24300,15.842078721704562,3849.6251293742084,20450.37487062579
15-04-2021,Thursday,M07,C,3,Mobiles,Sumsang,S-20,49100,147300,6.008199566158192,8850.077960951015,138449.92203904898
15-04-2021,Thursday,M08,C,1,Mobiles,Sumsang,S-21,54100,54100,6.642595335085532,3593.6440762812726,50506.35592371873
15-04-2021,Thursday,M09,C,3,Mobiles,Orange,O-10,55100,165300,5.425910532590122,8969.030110371472,156330.96988962853
15-04-2021,Thursday,M10,C,2,Mobiles,Orange,O-11,60100,120200,8.440678834544997,10145.695959123086,110054.30404087692
15-04-2021,Thursday,F01,C,2,FMCG,Babaji,Babaji Oil ,400,800,18.999270165031213,151.9941613202497,648.0058386797502
15-04-2021,Thursday,F02,C,17,FMCG,Vedic,Vedic Cream,300,5100,19.965340034290687,1018.232341748825,4081.767658251175
15-04-2021,Thursday,F03,C,4,FMCG,Vedic,Vedic Shampoo,390,1560,17.779865225407995,277.3658975163647,1282.6341024836352
15-04-2021,Thursday,F04,C,5,FMCG,Babaji,Babaji Shampoo,465,2325,19.52019766172181,453.8445956350321,1871.155404364968
15-04-2021,Thursday,F05,C,7,FMCG,Babaji,Babaji Cream,290,2030,15.770057720595435,320.1321717280873,1709.8678282719127
15-04-2021,Thursday,F06,C,4,FMCG,Vedic,Vedic Oil,450,1800,16.332136927068014,293.97846468722423,1506.0215353127758
15-04-2021,Thursday,F07,C,3,FMCG,Gear,Gear Oil,500,1500,16.21466375518408,243.21995632776122,1256.7800436722387
15-04-2021,Thursday,F08,C,3,FMCG,Gear,Gear Cream,400,1200,15.722275799583652,188.66730959500381,1011.3326904049961
15-04-2021,Thursday,F09,C,2,FMCG,Gear,Gear Shampoo,560,1120,19.18500512,214.8720573840411,905.1279426159589
15-04-2021,Thursday,F10,C,4,FMCG,Gear,Gear BB Cream,1099,4396,18.68568031901656,821.4225068239679,3574.577493176032
15-04-2021,Thursday,L01,C,10,Lifestyle,Jeera,M- T Shirts,450,4500,16.47799820687296,741.5099193092833,3758.4900806907167
15-04-2021,Thursday,L02,C,3,Lifestyle,Jeera,M- Inners,500,1500,16.80302997490994,252.04544962364912,1247.9545503763509
15-04-2021,Thursday,L03,C,7,Lifestyle,Viva,W-Casuals,900,6300,17.147528049146253,1080.2942670962138,5219.705732903786
15-04-2021,Thursday,L04,C,3,Lifestyle,Viva,W-Inners,1300,3900,16.442619307927696,641.2621530091802,3258.737847
15-04-2021,Thursday,L05,C,6,Lifestyle,Jeera,M-Jeans,2099,12594,15.072954200256858,1898.2878519803487,10695.712148019651
15-04-2021,Thursday,L06,C,2,Lifestyle,Jeera,M-Casuals,1300,2600,15.47568742173152,402.3678729650195,2197.6321270349804
15-04-2021,Thursday,L07,C,6,Lifestyle,Viva,W-Western,2600,15600,17.057027189656758,2660.896241586454,12939.103758413547
15-04-2021,Thursday,L08,C,2,Lifestyle,Viva,W-Lounge,1600,3200,18.965550182210702,606.8976058307425,2593.1023941692574
15-04-2021,Thursday,L09,C,3,Lifestyle,Jeera,M-Formals,1900,5700,16.793014485395556,957.2018256675467,4742.7981743324535
15-04-2021,Thursday,L10,C,1,Lifestyle,Jeera,M-Shoes,3100,3100,15.333299833359746,475.33229483415215,2624.667705165848
